ID,credit.policy,purpose,int.rate,installment,annual_income,log.annual.inc,dti,fico,fico_category,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,int.rate.type
5925,1,all_other,0.1392,153.62,29999.99998,10.30895266,24.6,672,Good,2582.041667,1355,36.6,2,0,0,0,High
5926,1,debt_consolidation,0.0859,193.62,61360.00024,11.02451344,10.21,747,Excellent,3330.041667,6775,22,0,0,0,0,Low
5927,1,credit_card,0.0894,349.49,50399.9998,10.82774645,22.38,762,Excellent,9539.041667,8694,54,4,0,0,0,Low
5928,1,credit_card,0.1322,302.52,39000.00019,10.57131693,22.12,682,Good,7560,18610,40,0,0,0,1,High
5929,1,debt_consolidation,0.1287,504.5,101416.0001,11.52698615,14.07,702,Excellent,5430,18213,55.5,0,1,0,0,High
5930,1,credit_card,0.1287,403.6,67429.99988,11.1188453,7.15,697,Good,8100.041667,14079,70,0,0,0,0,High
5931,1,debt_consolidation,0.167,142.01,14400.00001,9.574983486,0,662,Good,1800,0,0,0,4,0,0,High
5932,1,home_improvement,0.1114,426.45,130000.0001,11.77528973,12.15,747,Excellent,9510,35398,70.5,0,0,0,0,Low
5933,1,debt_consolidation,0.1357,339.69,54999.99977,10.91508846,18.22,682,Good,4440.041667,16121,39.1,0,0,0,1,High
5934,1,credit_card,0.1183,497.01,65000.00007,11.08214255,13.79,722,Excellent,4710,9941,45.4,0,0,0,0,Low
5935,1,debt_consolidation,0.1565,279.89,46699.99983,10.75149944,15.52,662,Good,4110.041667,11310,63.5,2,0,0,0,High
5936,1,debt_consolidation,0.1183,265.08,49590.00003,10.81154448,10.79,707,Excellent,4320,2843,26.1,2,1,0,1,Low
5937,1,educational,0.1183,258.45,85756.99963,11.35927299,8.82,757,Excellent,2973.041667,3811,5.8,0,0,0,0,Low
5938,1,debt_consolidation,0.1287,210.21,29000.00003,10.27505111,23.26,692,Good,3780.041667,12082,82.2,1,1,0,1,High
5939,1,debt_consolidation,0.1322,270.41,28800.00011,10.26813067,14.92,697,Good,2913,7054,91.6,0,0,0,0,High
5940,1,all_other,0.0774,46.83,69570.00008,11.15008872,4.36,737,Excellent,2880,1991,28.9,1,0,0,0,Low
5941,1,debt_consolidation,0.1426,240.15,65000.00007,11.08214255,11.13,672,Good,3360.041667,6227,89,1,0,0,0,High
5942,1,all_other,0.1183,198.81,94773.24001,11.45924237,5.38,707,Excellent,3720.041667,1839,13.3,0,1,0,0,Low
5943,1,all_other,0.0859,252.89,46999.99997,10.75790288,9.45,752,Excellent,6540,10887,41.4,2,0,0,0,Low
5944,1,small_business,0.167,275.14,26000.00008,10.16585182,19.52,697,Good,1650.041667,10634,71.5,0,0,0,1,High
5945,1,all_other,0.1253,334.67,21600.00001,9.980448594,4.72,727,Excellent,1200.041667,2638,11.5,2,0,0,0,High
5946,1,debt_consolidation,0.1496,467.71,95619.99979,11.46813728,16.49,692,Good,5910.041667,21881,96.4,1,0,0,0,High
5947,1,all_other,0.0894,47.66,39999.99988,10.59663473,9.6,712,Excellent,2610.041667,193,7.4,0,0,0,1,Low
5948,1,debt_consolidation,0.1253,811.56,139999.9998,11.8493977,20.28,722,Excellent,5400,60713,62.5,1,0,0,0,High
5949,1,debt_consolidation,0.1287,285.89,40555.99983,10.61043901,10.36,687,Good,2760.041667,3934,52.5,1,0,1,0,High
5950,1,debt_consolidation,0.0894,406.68,33999.99988,10.4341158,0.18,817,Excellent,5432,306,0.5,0,0,0,0,Low
5951,1,all_other,0.1253,133.87,38400.00005,10.55581274,22.31,707,Excellent,1440,3122,56.8,0,0,0,0,High
5952,1,credit_card,0.1218,283.05,49000.00014,10.79957558,7.08,707,Excellent,3210,7679,80,0,0,0,0,High
5953,1,all_other,0.1114,328.04,139999.9998,11.8493977,8.1,742,Excellent,5040,17930,0,3,0,0,0,Low
5954,1,all_other,0.1114,131.22,63000.00029,11.05089001,10.29,717,Excellent,4320,2787,30.3,3,0,0,0,Low
5955,1,small_business,0.1635,482.25,32999.99999,10.40426284,7.89,702,Excellent,3510.041667,11209,66.7,1,0,0,1,High
5956,1,home_improvement,0.1392,512.06,102058.0002,11.53329656,13.1,682,Good,11550,8785,37.4,1,0,0,0,High
5957,1,debt_consolidation,0.0894,95.32,42000.00011,10.6454249,10.29,717,Excellent,2220.041667,6349,31.6,0,0,0,0,Low
5958,1,debt_consolidation,0.0894,127.09,36000.00009,10.49127422,2.77,762,Excellent,2700.041667,3969,19.7,0,0,0,0,Low
5959,1,all_other,0.1287,67.27,38000.00005,10.54534144,17.21,677,Good,2580,2360,59,0,3,0,0,High
5960,1,debt_consolidation,0.1322,676.02,97355.99979,11.48612964,23.86,707,Excellent,5090,27879,78.3,1,0,0,0,High
5961,1,home_improvement,0.1461,517.13,156000.0006,11.95761129,7.83,682,Good,5730,6618,30.5,2,0,0,0,High
5962,1,credit_card,0.0894,190.63,84600.00037,11.34568955,0,737,Excellent,2166,0,0,1,0,0,0,Low
5963,1,debt_consolidation,0.0774,312.19,85000.00038,11.35040654,0.17,777,Excellent,6570,2994,9.5,0,0,0,0,Low
5964,1,debt_consolidation,0.1322,338.01,39999.99988,10.59663473,15.21,692,Good,2100,9538,43.8,0,0,0,0,High
5965,1,home_improvement,0.1183,828.35,144996.9998,11.88446833,5.54,777,Excellent,10290.04167,311,0.4,1,0,0,0,Low
5966,1,credit_card,0.0859,316.11,98517.99984,11.49799455,4.46,757,Excellent,5282.041667,37334,55.4,0,0,0,0,Low
5967,1,debt_consolidation,0.1218,199.8,58000.00003,10.96819829,13.9,727,Excellent,4740,4563,67.1,0,0,0,0,High
5968,1,small_business,0.1774,612.36,64799.99985,11.07906088,14.13,687,Good,5749,20429,66.1,2,0,0,1,High
5969,1,all_other,0.1392,119.48,29999.99998,10.30895266,5.36,692,Good,2671.041667,3162,73.5,1,0,0,0,High
5970,1,all_other,0.0894,444.81,128165.0006,11.76107378,4.48,757,Excellent,6198,5615,8.9,0,0,0,0,Low
5971,1,credit_card,0.1461,861.88,102456.0003,11.53718872,17.76,707,Excellent,8910.041667,25478,65.3,0,1,0,0,High
5972,1,debt_consolidation,0.1148,296.72,31999.99994,10.37349118,11.36,747,Excellent,3720.041667,16021,30.6,1,0,0,1,Low
5973,1,all_other,0.0859,158.06,59520.00003,10.99406767,20.32,742,Excellent,3990,6673,32.4,0,0,0,0,Low
5974,1,debt_consolidation,0.1531,188.01,18000,9.798127037,11.33,677,Good,1710,3600,94.7,0,0,0,0,High
5975,1,debt_consolidation,0.1218,832.5,707999.9981,13.47019937,2.26,747,Excellent,5880.041667,24361,84.3,0,0,0,0,High
5976,1,debt_consolidation,0.1287,168.17,33600.00014,10.42228135,13.14,702,Excellent,7710.041667,11154,86.5,1,0,1,0,High
5977,1,home_improvement,0.074,62.12,43999.99987,10.69194491,4.53,787,Excellent,4770,706,1.4,1,0,0,0,Low
5978,1,major_purchase,0.0774,124.88,28500.00011,10.25765937,17.64,767,Excellent,5610.041667,611,6.9,1,0,0,0,Low
5979,1,home_improvement,0.0894,190.63,49999.99978,10.81977828,15.7,737,Excellent,3120.041667,55,0.6,3,0,0,1,Low
5980,1,credit_card,0.0788,206.45,72000.00014,11.1844214,9.62,732,Excellent,5132,11589,20.8,0,1,0,0,Low
5981,1,debt_consolidation,0.1531,217.6,24999.9999,10.1266311,13.73,712,Excellent,3510.041667,1988,99.4,0,0,0,0,High
5982,1,all_other,0.0859,158.06,59999.99993,11.00209984,22.08,772,Excellent,6060.041667,2930,20.1,5,0,0,0,Low
5983,1,debt_consolidation,0.1357,475.56,48000.00001,10.77895629,8.8,702,Excellent,5700.041667,11284,94.8,0,0,0,0,High
5984,1,debt_consolidation,0.1148,824.22,79999.99971,11.28978191,9.9,777,Excellent,6120,30928,63,2,0,0,0,Low
5985,1,debt_consolidation,0.1287,201.8,39999.99988,10.59663473,3.45,697,Good,1590.041667,3733,58.3,2,0,0,0,High
5986,1,debt_consolidation,0.0894,305.01,52999.99987,10.87804719,18.41,742,Excellent,4050.041667,9571,31.1,3,1,0,0,Low
5987,1,all_other,0.0859,252.89,38000.00005,10.54534144,0.95,812,Excellent,9780,255,0.6,1,0,0,0,Low
5988,1,home_improvement,0.0894,317.72,65000.00007,11.08214255,15.05,742,Excellent,6660.041667,37471,61.9,1,0,0,0,Low
5989,1,credit_card,0.1459,413.58,123999.9994,11.72803684,15.36,672,Good,7610,30232,67.3,0,2,0,0,High
5990,1,home_improvement,0.1392,827.82,130000.0001,11.77528973,2.06,757,Excellent,9810,6834,30.4,5,0,0,1,High
5991,1,all_other,0.0894,317.72,64499.99982,11.0744205,10.33,742,Excellent,3630,14880,58,2,0,0,0,Low
5992,1,all_other,0.1253,267.74,63000.00029,11.05089001,1.81,697,Good,3630,4676,47.2,1,0,0,0,High
5993,1,debt_consolidation,0.1218,479.52,28000.00002,10.23995979,0,787,Excellent,4860.041667,0,0,3,0,0,0,High
5994,1,debt_consolidation,0.1114,295.24,54000.00024,10.89673933,17.47,732,Excellent,7140.041667,19109,38,2,0,0,0,Low
5995,1,home_improvement,0.0894,133.45,90000.00006,11.40756495,19.24,727,Excellent,4200.041667,15366,50.9,3,0,0,0,Low
5996,1,all_other,0.0894,285.95,43999.99987,10.69194491,8.97,747,Excellent,3907.041667,4051,13.6,1,0,0,0,Low
5997,1,all_other,0.1426,171.53,109999.9995,11.60823564,17.64,667,Good,5340.041667,54165,75,1,1,0,0,High
5998,1,home_improvement,0.1322,169.01,109999.9995,11.60823564,15.4,692,Good,3842.041667,53761,92.1,2,0,0,1,High
5999,1,all_other,0.1426,222.99,21600.00001,9.980448594,15.17,707,Excellent,1470,1855,23.2,0,0,0,0,High
6000,1,major_purchase,0.0894,317.72,52999.99987,10.87804719,13.09,737,Excellent,2280.041667,3706,11.2,1,0,0,0,Low
6001,1,debt_consolidation,0.1322,253.51,101000.0004,11.5228758,22.22,687,Good,6840,33465,89.3,2,0,0,0,High
6002,1,debt_consolidation,0.1114,32.81,9599.999996,9.169518377,4.38,747,Excellent,1260.041667,486,21,0,0,0,0,Low
6003,1,debt_consolidation,0.1148,501.13,48000.00001,10.77895629,24.13,757,Excellent,8043,6212,49.7,2,0,0,0,Low
6004,1,debt_consolidation,0.0859,316.11,57504.00002,10.95960979,8.31,757,Excellent,8430.041667,20627,21.9,0,0,0,0,Low
6005,1,debt_consolidation,0.1496,259.84,25199.99991,10.13459927,5.38,687,Good,1140.041667,5385,58.5,1,0,0,0,High
6006,1,all_other,0.1426,411.67,32399.99994,10.3859137,5.33,692,Good,1288.041667,5917,61,3,0,0,0,High
6007,1,debt_consolidation,0.1774,144.09,45000.00006,10.71441777,14.04,667,Good,3264,3082,99.4,0,0,0,0,High
6008,1,all_other,0.0894,540.12,119999.9998,11.69524702,2.19,777,Excellent,4020,63646,9.8,1,0,0,0,Low
6009,1,debt_consolidation,0.1218,807.53,106924.9997,11.57988293,17.65,742,Excellent,9360,81940,35.3,0,0,0,0,High
6010,1,debt_consolidation,0.1114,278.83,28500.00011,10.25765937,24.63,727,Excellent,8010,9193,28.5,0,0,0,0,Low
6011,1,small_business,0.1496,866.13,92200.00004,11.43171541,0.47,772,Excellent,4410.041667,3910,6.5,3,0,0,0,High
6012,1,debt_consolidation,0.0894,324.07,54999.99977,10.91508846,8.47,737,Excellent,5730,13041,39,1,0,0,0,Low
6013,1,credit_card,0.1114,472.38,200000.0009,12.20607265,9.68,737,Excellent,7627,29411,59.3,3,0,0,0,Low
6014,1,small_business,0.1531,678.9,90000.00006,11.40756495,15.89,792,Excellent,16350,34039,1.6,4,0,0,0,High
6015,1,debt_consolidation,0.0774,109.27,65000.00007,11.08214255,9.42,742,Excellent,2790,2087,9.8,0,0,0,0,Low
6016,1,debt_consolidation,0.1392,136.55,45000.00006,10.71441777,15.76,672,Good,5130,4007,54.9,1,0,0,0,High
6017,1,debt_consolidation,0.1114,367.4,34999.99998,10.46310334,10.8,732,Excellent,3810.041667,10631,36.9,3,0,0,1,Low
6018,1,all_other,0.1253,240.96,41000.00018,10.62132735,13.61,722,Excellent,2670.041667,8250,93.7,2,0,0,0,High
6019,1,credit_card,0.1183,397.61,45000.00006,10.71441777,20.69,737,Excellent,3420.041667,9078,68.8,0,0,0,0,Low
6020,1,credit_card,0.1183,99.41,58000.00003,10.96819829,19.31,697,Good,6450,13660,79,1,0,0,0,Low
6021,1,credit_card,0.1253,585.67,37232.00017,10.52492389,20.85,722,Excellent,4953.041667,15859,78.6,0,0,0,0,High
6022,1,credit_card,0.1114,196.83,39999.99988,10.59663473,24.1,717,Excellent,4740,4136,52.4,0,0,0,0,Low
6023,1,small_business,0.167,532.53,60225.00015,11.00584283,2.11,742,Excellent,1261.041667,4949,0,1,0,0,1,High
6024,1,all_other,0.0894,103.26,45000.00006,10.71441777,6.13,747,Excellent,2043.041667,4708,43.2,1,0,0,1,Low
6025,1,debt_consolidation,0.1218,199.8,24000.00002,10.08580911,9.65,747,Excellent,3690.041667,3380,31.9,4,0,0,1,High
6026,1,debt_consolidation,0.1385,818.5,42999.9998,10.66895539,13.7,722,Excellent,9600.041667,12606,88.2,0,0,0,0,High
6027,1,all_other,0.0774,93.66,24000.00002,10.08580911,24.55,742,Excellent,5220.041667,20594,38.3,0,0,0,0,Low
6028,1,home_improvement,0.1114,393.65,92000.00037,11.42954386,12.52,752,Excellent,4920.041667,25245,53.3,4,0,0,0,Low
6029,1,debt_consolidation,0.1357,305.72,33300.00013,10.41331268,11.14,682,Good,3930,3279,41,0,0,0,0,High
6030,1,all_other,0.1426,102.92,16799.99999,9.729134165,12.21,672,Good,3660,1772,73.8,0,0,0,0,High
6031,1,small_business,0.167,168.64,31199.99988,10.34817337,18.27,687,Good,1633.041667,14940,40.8,0,0,0,1,High
6032,1,home_improvement,0.0894,305.01,74999.99981,11.22524339,18.19,742,Excellent,4981,11361,35,2,1,0,0,Low
6033,1,debt_consolidation,0.1531,348.16,33799.99995,10.42821608,15.02,667,Good,2370.041667,8556,44.3,1,0,0,0,High
6034,1,credit_card,0.0894,476.58,101999.9998,11.53272809,7.31,797,Excellent,7260,19412,32.5,0,0,0,0,Low
6035,1,credit_card,0.1426,483.72,52000.00013,10.858999,20.91,722,Excellent,6360.041667,42613,98.4,1,0,0,1,High
6036,1,debt_consolidation,0.0894,158.86,30999.99989,10.34174248,16.41,727,Excellent,3330.041667,1877,10.3,1,0,0,0,Low
6037,1,credit_card,0.1426,274.45,69999.99993,11.15625052,18.48,672,Good,6540,7862,71.5,0,0,0,0,High
6038,1,debt_consolidation,0.0859,173.86,54999.99977,10.91508846,14.97,742,Excellent,6990.041667,11484,12.5,0,1,0,0,Low
6039,1,debt_consolidation,0.1322,676.02,49999.99978,10.81977828,10.44,712,Excellent,5520,22576,82.7,3,0,0,0,High
6040,1,debt_consolidation,0.1218,666,60999.99981,11.01862914,12.96,727,Excellent,4774.041667,28404,74.7,1,0,0,0,High
6041,1,home_improvement,0.1287,282.52,127000.0006,11.75194237,16.36,687,Good,3540,26040,60.8,1,0,0,0,High
6042,1,all_other,0.1253,502,61100.0003,11.02026715,16.56,712,Excellent,2190,8109,59.6,0,0,0,0,High
6043,1,debt_consolidation,0.1357,441.6,33799.99995,10.42821608,21.76,692,Good,6780.041667,24127,70.5,3,0,0,0,High
6044,1,major_purchase,0.1531,389.94,43007.99983,10.66914142,21.85,667,Good,2779.041667,10677,55,1,0,0,0,High
6045,1,debt_consolidation,0.1322,540.81,67014.4797,11.11266399,11.94,702,Excellent,5040,13264,62.3,1,0,0,0,High
6046,1,major_purchase,0.1322,331.25,58799.99977,10.98189713,5.88,687,Good,2675.041667,9972,35.9,3,0,1,0,High
6047,1,educational,0.1148,280.24,19200,9.862665558,14.06,717,Excellent,2850,3317,62.6,0,0,0,0,Low
6048,1,debt_consolidation,0.0859,221.28,99999.9995,11.51292546,11.18,737,Excellent,6420.041667,73196,16.6,2,0,0,0,Low
6049,1,debt_consolidation,0.1531,334.23,50999.99991,10.83958091,5.81,662,Good,1920.041667,3125,32.6,0,2,0,0,High
6050,1,major_purchase,0.074,124.24,36000.00009,10.49127422,10.43,777,Excellent,3450.041667,2063,12.1,0,0,0,0,Low
6051,1,credit_card,0.1461,86.19,64999.92012,11.08214132,15.23,662,Good,3990,4763,78.1,2,0,1,0,High
6052,1,debt_consolidation,0.1531,557.05,69999.99993,11.15625052,20.64,677,Good,1800,11725,54.8,1,0,0,1,High
6053,1,major_purchase,0.0859,221.28,54999.99977,10.91508846,6.09,757,Excellent,3667,4360,29.3,0,0,0,0,Low
6054,1,debt_consolidation,0.1565,699.73,57500.00018,10.95954023,4.88,682,Good,3150.041667,8436,87.9,0,0,0,0,High
6055,1,debt_consolidation,0.1426,205.84,74568.00002,11.21946674,14.05,667,Good,9240.041667,3407,48.7,2,5,0,0,High
6056,1,debt_consolidation,0.16,506.27,82404.00013,11.31938926,12.74,662,Good,4710,35174,69.4,3,0,0,0,High
6057,1,small_business,0.1947,184.49,119999.9998,11.69524702,9.35,707,Excellent,4260,2379,40.3,1,0,0,0,High
6058,1,debt_consolidation,0.1148,329.69,46255.9998,10.74194646,9.75,717,Excellent,4500.041667,8368,66.9,1,0,0,0,Low
6059,1,debt_consolidation,0.1253,502,34999.99998,10.46310334,12.03,707,Excellent,4680,11197,53.3,0,0,1,0,High
6060,1,all_other,0.0859,94.84,77249.99963,11.25480219,15.92,727,Excellent,4290,16116,67.7,2,0,0,0,Low
6061,1,debt_consolidation,0.1392,477.92,73999.99984,11.21182037,21.91,682,Good,7000.041667,14200,42.8,1,2,0,0,High
6062,1,all_other,0.1148,395.63,119999.9998,11.69524702,1.01,772,Excellent,3570,1957,12.1,1,0,0,0,Low
6063,1,debt_consolidation,0.1218,176.49,60611.99986,11.01224817,20.73,697,Good,4440.041667,13313,31.3,0,0,0,0,High
6064,1,all_other,0.1878,803.99,38400.00005,10.55581274,9.69,662,Good,1290.041667,12863,37.9,1,0,0,0,High
6065,1,debt_consolidation,0.1426,754.73,59999.99993,11.00209984,21.34,702,Excellent,3360.041667,35236,69.1,2,0,0,0,High
6066,1,debt_consolidation,0.1183,157.39,36000.00009,10.49127422,21.8,702,Excellent,2130,28450,75.7,2,0,0,0,Low
6067,1,all_other,0.1183,331.34,47211.00022,10.7623822,9.66,792,Excellent,9990.041667,444,0.9,3,0,0,0,Low
6068,1,debt_consolidation,0.1253,381.52,57000.00018,10.95080655,13.64,702,Excellent,3780.041667,18252,60.8,1,0,0,0,High
6069,1,home_improvement,0.1253,811.56,224999.9997,12.32385568,12.7,727,Excellent,9000,121563,26.6,1,0,0,0,High
6070,1,all_other,0.1287,50.45,59999.99993,11.00209984,8.52,677,Good,8820.041667,1506,37.6,0,2,0,0,High
6071,1,credit_card,0.1183,99.41,83000.00027,11.32659589,11.71,697,Good,7920,17900,64.9,1,0,0,0,Low
6072,1,home_improvement,0.1253,585.67,73999.99984,11.21182037,23.35,727,Excellent,5820,13042,52.2,0,0,0,0,High
6073,1,credit_card,0.1496,242.52,78000.00034,11.26446411,2.64,667,Good,3660,54727,89.2,0,0,0,0,High
6074,1,debt_consolidation,0.074,46.59,38000.00005,10.54534144,0.69,747,Excellent,2640.041667,1125,16.5,1,0,0,0,Low
6075,1,major_purchase,0.074,93.18,24999.9999,10.1266311,6.91,752,Excellent,2250.041667,446,17.2,0,0,0,0,Low
6076,1,credit_card,0.1183,497.01,42000.00011,10.6454249,14.2,727,Excellent,6841,10894,39.6,0,0,1,0,Low
6077,1,debt_consolidation,0.1287,252.25,42000.00011,10.6454249,8.31,687,Good,3000.041667,8091,30.9,1,0,0,0,High
6078,1,debt_consolidation,0.1148,197.82,34999.99998,10.46310334,15.67,717,Excellent,11160.04167,6433,48.7,1,0,0,0,Low
6079,1,major_purchase,0.0859,237.08,65000.00007,11.08214255,19.88,767,Excellent,4440.041667,5720,11,0,0,0,0,Low
6080,1,debt_consolidation,0.1878,913.63,94999.99994,11.46163217,18.18,667,Good,5160,15109,77.9,1,0,0,0,High
6081,1,credit_card,0.1253,93.71,48000.00001,10.77895629,23.23,682,Good,4770,30423,66.3,1,0,1,0,High
6082,1,debt_consolidation,0.1148,791.25,99999.9995,11.51292546,12.68,792,Excellent,6780.041667,23092,25.7,0,0,0,0,Low
6083,1,all_other,0.1148,329.69,44796.00006,10.70987413,14.79,727,Excellent,3030.041667,16077,54.9,0,0,0,0,Low
6084,1,debt_consolidation,0.1496,291.02,32758.00013,10.39690249,13.92,667,Good,5370,9713,63.5,1,1,0,0,High
6085,1,credit_card,0.1392,751.02,74999.99981,11.22524339,23.92,707,Excellent,4699,13236,61.3,0,0,0,0,High
6086,1,all_other,0.1114,164.02,24000.00002,10.08580911,3.3,717,Excellent,1860.041667,1124,9.7,1,0,0,0,Low
6087,1,debt_consolidation,0.0859,189.67,79999.99971,11.28978191,22.52,742,Excellent,5310.041667,3676,10.2,1,0,0,0,Low
6088,1,debt_consolidation,0.1218,807.53,59999.99993,11.00209984,21.9,742,Excellent,8617.041667,100842,34.4,1,0,0,0,High
6089,1,all_other,0.1287,336.34,48995.99995,10.79949394,21.97,697,Good,4560.041667,22259,66.8,0,0,0,0,High
6090,1,debt_consolidation,0.1357,101.91,69999.99993,11.15625052,5.69,672,Good,6770.041667,3275,21,1,3,0,0,High
6091,1,debt_consolidation,0.1025,442.06,45760.00018,10.73116563,13.98,727,Excellent,4813,22837,79.3,0,0,0,0,Low
6092,1,credit_card,0.1025,518.16,72000.00014,11.1844214,4.93,752,Excellent,5909,3252,25,1,0,0,0,Low
6093,1,debt_consolidation,0.1099,695.63,47051.9999,10.75900865,17.93,722,Excellent,3181.041667,26636,61.6,1,0,0,0,Low
6094,1,debt_consolidation,0.1114,518.3,99999.9995,11.51292546,21.88,747,Excellent,4620,29860,47.6,0,0,0,0,Low
6095,1,debt_consolidation,0.1183,803.5,168000.0003,12.03171926,11.42,762,Excellent,5343.041667,55622,39.5,0,0,0,0,Low
6096,1,debt_consolidation,0.0894,444.81,119999.9998,11.69524702,15.8,762,Excellent,4770,60767,80.4,0,0,0,0,Low
6097,1,debt_consolidation,0.1287,403.6,31999.99994,10.37349118,21.68,737,Excellent,4559.041667,7370,85.7,1,0,0,1,High
6098,1,all_other,0.1809,253.37,41000.00018,10.62132735,7.52,692,Good,2430,8959,97.4,1,0,0,0,High
6099,1,debt_consolidation,0.1253,167.34,37300.00016,10.52674861,21.49,707,Excellent,4590.041667,0,0,0,0,0,1,High
6100,1,debt_consolidation,0.0894,317.72,761999.9964,13.54370183,1.69,752,Excellent,3570,10490,41,0,0,0,0,Low
6101,1,all_other,0.1253,836.66,110004.0002,11.60827201,10.97,732,Excellent,5611.041667,33383,63.2,1,0,0,0,High
6102,1,all_other,0.0894,190.63,105000.0001,11.56171563,10.42,727,Excellent,4560.041667,10465,44,0,0,0,1,Low
6103,1,all_other,0.074,77.65,24999.9999,10.1266311,20.02,762,Excellent,3301,11873,14.7,0,0,0,0,Low
6104,1,debt_consolidation,0.1357,339.69,60999.99981,11.01862914,21.52,687,Good,5190.041667,10046,46.3,0,0,0,0,High
6105,1,all_other,0.0774,202.93,72599.99994,11.1927202,13.72,757,Excellent,3690.041667,10257,24,0,0,0,0,Low
6106,1,credit_card,0.1218,599.4,92999.9998,11.44035477,10.61,722,Excellent,4491.041667,28960,22.2,1,0,0,0,High
6107,1,debt_consolidation,0.16,878.94,105000.0001,11.56171563,10.8,732,Excellent,6210,33107,98.8,1,0,0,0,High
6108,1,debt_consolidation,0.167,710.03,95999.99996,11.47210347,15.82,672,Good,7200,14977,36.7,0,2,0,0,High
6109,1,debt_consolidation,0.1183,662.68,98000.00023,11.49272276,19.93,737,Excellent,4890.041667,41347,56.6,2,0,0,0,Low
6110,1,all_other,0.0774,152.98,74999.99981,11.22524339,4.64,767,Excellent,5073,10788,27.7,1,0,0,0,Low
6111,1,debt_consolidation,0.1183,662.68,76000.00006,11.23848862,10.72,737,Excellent,5040,2261,17.5,0,0,0,1,Low
6112,1,credit_card,0.1218,666,55640.00022,10.92665765,23.72,727,Excellent,5520.041667,38043,52.6,1,0,0,0,High
6113,1,credit_card,0.0894,127.09,49000.00014,10.79957558,18.59,722,Excellent,5430,4692,35.3,0,0,0,0,Low
6114,1,credit_card,0.0894,317.72,54527.99999,10.90646961,7.68,737,Excellent,5160.041667,6525,7.8,3,0,0,0,Low
6115,1,debt_consolidation,0.1392,221.89,24000.00002,10.08580911,16.2,672,Good,2430,7893,59.3,1,0,0,0,High
6116,1,debt_consolidation,0.1183,248.51,74999.99981,11.22524339,18.88,707,Excellent,2928,8652,29.6,2,1,0,0,Low
6117,1,credit_card,0.1253,401.6,69999.99993,11.15625052,23.14,702,Excellent,4470.041667,25498,64.6,2,0,0,0,High
6118,1,all_other,0.1148,181.33,14400.00001,9.574983486,12.08,707,Excellent,3280,5282,30,3,0,0,0,Low
6119,1,all_other,0.1357,50.96,59999.99993,11.00209984,20.6,667,Good,9840,19112,82,1,0,0,0,High
6120,1,debt_consolidation,0.1218,807.53,54577.99999,10.90738615,17.41,737,Excellent,4111.041667,28559,73.2,0,0,0,1,High
6121,1,debt_consolidation,0.1218,832.5,117999.9996,11.6784399,3.48,757,Excellent,9780,10227,40.1,1,0,0,0,High
6122,1,all_other,0.1635,309.13,69999.99993,11.15625052,3.05,662,Good,3420.041667,7427,81.2,0,0,0,0,High
6123,1,debt_consolidation,0.1114,246.03,45450.00002,10.7243681,7.18,762,Excellent,4770,6126,21.1,1,0,0,0,Low
6124,1,home_improvement,0.0894,254.18,94999.99994,11.46163217,8.82,742,Excellent,5730,21275,50.2,0,0,0,0,Low
6125,1,debt_consolidation,0.074,155.3,43999.99987,10.69194491,13.58,777,Excellent,4020,37803,35.2,0,0,0,0,Low
6126,1,credit_card,0.1114,164.02,70500.00008,11.16336799,12.65,742,Excellent,1950.041667,5238,73.4,0,0,0,0,Low
6127,1,credit_card,0.1218,233.1,50999.99991,10.83958091,15.69,702,Excellent,5640.041667,15239,81.9,0,0,0,0,High
6128,1,debt_consolidation,0.1114,295.24,39999.99988,10.59663473,9.9,732,Excellent,5460,9305,25.5,0,1,0,0,Low
6129,1,major_purchase,0.1218,133.2,66419.99967,11.10375349,19.84,697,Good,3210,20908,67.7,2,0,0,0,High
6130,1,credit_card,0.1357,713.34,144000.0002,11.87756858,13.95,707,Excellent,6270.041667,25547,32.1,0,0,0,0,High
6131,1,debt_consolidation,0.1114,239.47,26729.20001,10.19351188,21.32,717,Excellent,3331.041667,6528,72.5,0,0,0,0,Low
6132,1,credit_card,0.1218,765.9,78000.00034,11.26446411,8.58,742,Excellent,3990,26552,49.2,2,0,0,1,High
6133,1,all_other,0.1774,734.83,57000.00018,10.95080655,6.84,667,Good,1830,1820,42.3,2,1,0,1,High
6134,1,credit_card,0.0859,189.67,48000.00001,10.77895629,12.65,757,Excellent,2370.041667,119,0.5,1,0,0,0,Low
6135,1,debt_consolidation,0.1114,524.86,79499.99995,11.2835123,6.51,747,Excellent,7020.041667,14914,56.1,1,0,0,0,Low
6136,1,debt_consolidation,0.1531,696.31,94999.99994,11.46163217,9.28,697,Good,2610.041667,11219,32.4,0,1,0,0,High
6137,1,all_other,0.1114,656.07,74999.99981,11.22524339,11.31,777,Excellent,3000.041667,1126,7.9,0,0,0,0,Low
6138,1,all_other,0.1183,149.11,24300.00002,10.09823163,0.99,792,Excellent,3511.041667,117,8.4,5,0,0,0,Low
6139,1,debt_consolidation,0.0774,199.8,34999.99998,10.46310334,18.07,752,Excellent,3210,7994,24.7,0,0,0,0,Low
6140,1,credit_card,0.0859,316.11,36999.99994,10.51867319,14.85,757,Excellent,6210,15889,42.6,0,0,0,0,Low
